2018-02-04 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-11 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-18 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-25 00:00:00,7,"[1, 0, 0, 0, 0, 0, 6]"
2018-03-04 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-11 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-18 00:00:00,10,"[0, 0, 0, 0, 9, 1, 0]"
2018-03-25 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-08 00:00:00,31,"[4, 0, 6, 10, 0, 1, 10]"
2018-04-15 00:00:00,10,"[0, 3, 0, 1, 3, 0, 3]"
2018-04-22 00:00:00,12,"[9, 1, 0, 0, 0, 0, 2]"
2018-04-29 00:00:00,8,"[0, 2, 0, 2, 0, 0, 4]"
2018-05-06 00:00:00,17,"[1, 1, 15, 0, 0, 0, 0]"
2018-05-13 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-20 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-27 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-03 00:00:00,9,"[0, 0, 0, 0, 3, 4, 2]"
2018-06-10 00:00:00,3,"[0, 0, 1, 0, 2, 0, 0]"
2018-06-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-22 00:00:00,1,"[0, 1, 0, 0, 0, 0, 0]"
2018-07-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-05 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-12 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-19 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-26 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-02 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-09 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-05 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-12 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-19 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-26 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-03 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-10 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-17 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-24 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-31 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-07 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-14 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-21 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-28 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-04 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-11 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-18 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-25 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-04 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-11 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-18 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-25 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-01 00:00:00,4,"[1, 1, 2, 0, 0, 0, 0]"
2018-04-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-06 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-13 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-20 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-27 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-03 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-10 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-05 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-12 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-19 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-26 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-02 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-09 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-05 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-12 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-19 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-26 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-03 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-10 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-17 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-24 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-31 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-07 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-14 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-21 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-28 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-04 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-11 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-18 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-25 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-04 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-11 01:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-18 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-25 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-06 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-13 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-20 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-27 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-03 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-10 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-05 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-12 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-19 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-08-26 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-02 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-09-09 00:00:00,2,"[0, 2, 0, 0, 0, 0, 0]"
2017-09-16 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-23 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-09-30 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-07 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-14 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-21 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-10-28 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-04 23:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-12 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-19 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-11-26 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-03 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-10 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2017-12-31 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-07 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-14 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-21 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-01-28 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-04 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-11 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-02-18 00:00:00,2,"[2, 0, 0, 0, 0, 0, 0]"
2018-02-25 00:00:00,2,"[0, 2, 0, 0, 0, 0, 0]"
2018-03-04 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-11 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-18 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-03-25 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-04-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-06 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-13 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-20 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-05-27 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-03 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-10 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-17 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-06-24 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-01 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-08 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-15 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-22 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
2018-07-29 00:00:00,0,"[0, 0, 0, 0, 0, 0, 0]"
